,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
106,123,20200104,73000,8.5,LaTrobe_CSV-orig_20200104073157.csv,21.2,,23.3,6.6,34.0,2020-01-04 07:30:00
114,123,20200104,74500,8.5,LaTrobe_CSV-orig_20200104074658.csv,,,,,,2020-01-04 07:45:00
778,123,20200104,80000,8.5,LaTrobe_CSV-orig_20200104082057.csv,21.1,,25.3,8.3,34.0,2020-01-04 08:00:00
642,123,20200104,81500,8.75,LaTrobe_CSV-orig_20200104082057.csv,,,,,,2020-01-04 08:15:00
695,123,20200104,83000,8.25,LaTrobe_CSV-orig_20200104084957.csv,22.1,,25.8,9.6,36.0,2020-01-04 08:30:00
2027,123,20200104,84500,8.75,LaTrobe_CSV-orig_20200104084957.csv,,,,,,2020-01-04 08:45:00
443,123,20200104,90000,9.5,LaTrobe_CSV-orig_20200104091957.csv,22.9,,26.3,10.5,37.0,2020-01-04 09:00:00
729,123,20200104,91500,9.5,LaTrobe_CSV-orig_20200104091957.csv,,,,,,2020-01-04 09:15:00
1087,123,20200104,93000,8.5,LaTrobe_CSV-orig_20200104094657.csv,24.4,,26.5,12.5,41.0,2020-01-04 09:30:00
276,123,20200104,94500,8.75,LaTrobe_CSV-orig_20200104094657.csv,,,,,,2020-01-04 09:45:00
2176,123,20200104,100000,9.0,LaTrobe_CSV-orig_20200104101957.csv,25.1,,26.9,13.3,43.0,2020-01-04 10:00:00
2073,123,20200104,101500,8.75,LaTrobe_CSV-orig_20200104101957.csv,,,,,,2020-01-04 10:15:00
2611,123,20200104,103000,8.5,LaTrobe_CSV-orig_20200104103258.csv,25.3,,27.0,13.7,44.0,2020-01-04 10:30:00
1249,123,20200104,104500,9.75,LaTrobe_CSV-orig_20200104104957.csv,,,,,,2020-01-04 10:45:00
1003,123,20200104,110000,,LaTrobe_CSV-orig_20200104110500.csv,25.7,,27.4,13.7,43.0,2020-01-04 11:00:00
118,123,20200105,1500,10.25,LaTrobe_CSV-orig_20200106173510.csv,,,,,,2020-01-05 00:15:00
2546,123,20200105,3000,9.75,LaTrobe_CSV-orig_20200106173510.csv,11.9,,14.6,7.4,62.0,2020-01-05 00:30:00
594,123,20200105,4500,10.75,LaTrobe_CSV-orig_20200106173510.csv,,,,,,2020-01-05 00:45:00
2430,123,20200105,10000,10.25,LaTrobe_CSV-orig_20200106173510.csv,11.5,,14.5,7.5,63.0,2020-01-05 01:00:00
470,123,20200105,11500,10.0,LaTrobe_CSV-orig_20200106173510.csv,,,,,,2020-01-05 01:15:00
2110,123,20200105,13000,,LaTrobe_CSV-orig_20200106173510.csv,12.2,,14.4,7.9,65.0,2020-01-05 01:30:00
2081,123,20200105,14500,,LaTrobe_CSV-orig_20200106173510.csv,,,,,,2020-01-05 01:45:00
598,123,20200105,20000,,LaTrobe_CSV-orig_20200106173510.csv,12.1,,14.2,8.2,67.0,2020-01-05 02:00:00
1254,123,20200105,21500,,LaTrobe_CSV-orig_20200106173510.csv,,,,,,2020-01-05 02:15:00
628,123,20200105,23000,,LaTrobe_CSV-orig_20200106173510.csv,12.0,,14.1,8.1,67.0,2020-01-05 02:30:00
6556,123,20200105,121500,10.25,LaTrobe_CSV-orig_20200106234712.csv,,,,,,2020-01-05 12:15:00
6557,123,20200105,123000,9.75,LaTrobe_CSV-orig_20200106234712.csv,9.9,,12.9,11.8,93.0,2020-01-05 12:30:00
6558,123,20200105,124500,10.75,LaTrobe_CSV-orig_20200106234712.csv,,,,,,2020-01-05 12:45:00
1990,123,20200106,1500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 00:15:00
633,123,20200106,3000,,LaTrobe_CSV-orig_20200107092047.csv,10.9,,12.4,11.8,96.0,2020-01-06 00:30:00
2580,123,20200106,4500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 00:45:00
5155,123,20200106,10000,,LaTrobe_CSV-orig_20200107092047.csv,11.0,,12.1,11.9,99.0,2020-01-06 01:00:00
2109,123,20200106,11500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 01:15:00
2465,123,20200106,13000,,LaTrobe_CSV-orig_20200107092047.csv,11.7,,11.9,11.7,99.0,2020-01-06 01:30:00
1178,123,20200106,14500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 01:45:00
189,123,20200106,20000,,LaTrobe_CSV-orig_20200107092047.csv,9.9,,11.8,11.8,100.0,2020-01-06 02:00:00
505,123,20200106,21500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 02:15:00
2553,123,20200106,23000,,LaTrobe_CSV-orig_20200107092047.csv,10.7,,11.8,11.8,100.0,2020-01-06 02:30:00
18,123,20200106,24500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 02:45:00
5164,123,20200106,30000,,LaTrobe_CSV-orig_20200107092047.csv,11.0,,11.8,11.8,100.0,2020-01-06 03:00:00
2278,123,20200106,31500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 03:15:00
2007,123,20200106,33000,,LaTrobe_CSV-orig_20200107092047.csv,10.3,,11.8,11.8,100.0,2020-01-06 03:30:00
528,123,20200106,34500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 03:45:00
2076,123,20200106,40000,,LaTrobe_CSV-orig_20200107092047.csv,10.3,,11.8,11.8,100.0,2020-01-06 04:00:00
2605,123,20200106,41500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 04:15:00
43,123,20200106,43000,,LaTrobe_CSV-orig_20200107092047.csv,11.2,,11.8,11.8,100.0,2020-01-06 04:30:00
451,123,20200106,44500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 04:45:00
1275,123,20200106,50000,,LaTrobe_CSV-orig_20200107092047.csv,10.6,,11.5,11.5,100.0,2020-01-06 05:00:00
2158,123,20200106,51500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 05:15:00
813,123,20200106,53000,,LaTrobe_CSV-orig_20200107092047.csv,10.6,,11.5,11.5,100.0,2020-01-06 05:30:00
2398,123,20200106,54500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 05:45:00
2301,123,20200106,60000,,LaTrobe_CSV-orig_20200107092047.csv,11.0,,11.6,11.6,100.0,2020-01-06 06:00:00
2057,123,20200106,61500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 06:15:00
1028,123,20200106,63000,,LaTrobe_CSV-orig_20200107092047.csv,11.1,,11.7,11.7,100.0,2020-01-06 06:30:00
9,123,20200106,64500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 06:45:00
2360,123,20200106,70000,,LaTrobe_CSV-orig_20200107092047.csv,11.2,,11.8,11.8,100.0,2020-01-06 07:00:00
2357,123,20200106,71500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 07:15:00
4,123,20200106,73000,,LaTrobe_CSV-orig_20200107092047.csv,11.7,,11.9,11.9,100.0,2020-01-06 07:30:00
219,123,20200106,74500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 07:45:00
715,123,20200106,80000,,LaTrobe_CSV-orig_20200107092047.csv,12.6,,12.0,12.0,100.0,2020-01-06 08:00:00
1147,123,20200106,81500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 08:15:00
2555,123,20200106,83000,,LaTrobe_CSV-orig_20200107092047.csv,12.2,,12.0,12.0,100.0,2020-01-06 08:30:00
2472,123,20200106,84500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 08:45:00
214,123,20200106,90000,,LaTrobe_CSV-orig_20200107092047.csv,13.0,,12.3,12.3,100.0,2020-01-06 09:00:00
2548,123,20200106,91500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 09:15:00
627,123,20200106,93000,,LaTrobe_CSV-orig_20200107092047.csv,13.0,,12.3,12.3,100.0,2020-01-06 09:30:00
2576,123,20200106,94500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 09:45:00
474,123,20200106,100000,,LaTrobe_CSV-orig_20200107092047.csv,12.4,,12.7,12.7,100.0,2020-01-06 10:00:00
1137,123,20200106,101500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 10:15:00
1100,123,20200106,103000,,LaTrobe_CSV-orig_20200107092047.csv,13.2,,13.0,13.0,100.0,2020-01-06 10:30:00
732,123,20200106,104500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 10:45:00
2811,123,20200106,110000,,LaTrobe_CSV-orig_20200107092047.csv,13.2,,13.0,13.0,100.0,2020-01-06 11:00:00
2324,123,20200106,111500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 11:15:00
658,123,20200106,113000,,LaTrobe_CSV-orig_20200107092047.csv,13.7,,13.7,13.7,100.0,2020-01-06 11:30:00
2124,123,20200106,114500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 11:45:00
65,123,20200106,120000,,LaTrobe_CSV-orig_20200107092047.csv,14.6,,14.4,14.1,98.0,2020-01-06 12:00:00
2210,123,20200106,121500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 12:15:00
927,123,20200106,123000,,LaTrobe_CSV-orig_20200107092047.csv,15.2,,15.1,14.5,96.0,2020-01-06 12:30:00
1026,123,20200106,124500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 12:45:00
1032,123,20200106,130000,,LaTrobe_CSV-orig_20200107092047.csv,15.3,,15.5,14.7,95.0,2020-01-06 13:00:00
2039,123,20200106,131500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 13:15:00
198,123,20200106,133000,,LaTrobe_CSV-orig_20200107092047.csv,15.6,,15.6,14.1,91.0,2020-01-06 13:30:00
1166,123,20200106,134500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 13:45:00
2260,123,20200106,140000,,LaTrobe_CSV-orig_20200107092047.csv,14.8,,15.2,14.1,93.0,2020-01-06 14:00:00
1203,123,20200106,141500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 14:15:00
2397,123,20200106,143000,,LaTrobe_CSV-orig_20200107092047.csv,14.7,,15.1,14.1,94.0,2020-01-06 14:30:00
2382,123,20200106,144500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 14:45:00
1184,123,20200106,150000,,LaTrobe_CSV-orig_20200107092047.csv,14.8,,15.1,14.3,95.0,2020-01-06 15:00:00
1176,123,20200106,151500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 15:15:00
2478,123,20200106,153000,,LaTrobe_CSV-orig_20200107092047.csv,14.9,,15.3,14.2,93.0,2020-01-06 15:30:00
143,123,20200106,154500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 15:45:00
146,123,20200106,160000,,LaTrobe_CSV-orig_20200107092047.csv,15.0,,15.4,14.1,92.0,2020-01-06 16:00:00
247,123,20200106,161500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 16:15:00
490,123,20200106,163000,,LaTrobe_CSV-orig_20200107092047.csv,14.6,,15.4,13.9,91.0,2020-01-06 16:30:00
384,123,20200106,164500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 16:45:00
1083,123,20200106,170000,,LaTrobe_CSV-orig_20200107092047.csv,14.6,,15.3,14.2,93.0,2020-01-06 17:00:00
139,123,20200106,171500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 17:15:00
1099,123,20200106,173000,,LaTrobe_CSV-orig_20200107092047.csv,13.9,,14.9,14.7,99.0,2020-01-06 17:30:00
755,123,20200106,174500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 17:45:00
996,123,20200106,180000,,LaTrobe_CSV-orig_20200107092047.csv,14.5,,14.7,14.7,100.0,2020-01-06 18:00:00
1002,123,20200106,181500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 18:15:00
129,123,20200106,183000,,LaTrobe_CSV-orig_20200107092047.csv,15.5,,14.7,14.7,100.0,2020-01-06 18:30:00
403,123,20200106,184500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 18:45:00
926,123,20200106,190000,,LaTrobe_CSV-orig_20200107092047.csv,16.5,,14.9,14.9,100.0,2020-01-06 19:00:00
2328,123,20200106,191500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 19:15:00
67,123,20200106,193000,,LaTrobe_CSV-orig_20200107092047.csv,16.8,,15.1,15.1,100.0,2020-01-06 19:30:00
540,123,20200106,194500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 19:45:00
2350,123,20200106,200000,,LaTrobe_CSV-orig_20200107092047.csv,16.9,,15.2,15.2,100.0,2020-01-06 20:00:00
2230,123,20200106,201500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 20:15:00
631,123,20200106,203000,,LaTrobe_CSV-orig_20200107092047.csv,16.4,,15.1,15.1,100.0,2020-01-06 20:30:00
184,123,20200106,204500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 20:45:00
5118,123,20200106,210000,,LaTrobe_CSV-orig_20200107092047.csv,16.4,,15.1,15.1,100.0,2020-01-06 21:00:00
1222,123,20200106,211500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 21:15:00
2539,123,20200106,213000,,LaTrobe_CSV-orig_20200107092047.csv,16.5,,15.2,15.2,100.0,2020-01-06 21:30:00
2455,123,20200106,214500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 21:45:00
2394,123,20200106,220000,,LaTrobe_CSV-orig_20200107092047.csv,17.0,,15.3,15.3,100.0,2020-01-06 22:00:00
716,123,20200106,221500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 22:15:00
1146,123,20200106,223000,,LaTrobe_CSV-orig_20200107092047.csv,16.7,,15.3,15.3,100.0,2020-01-06 22:30:00
2850,123,20200106,224500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 22:45:00
2094,123,20200106,230000,,LaTrobe_CSV-orig_20200107092047.csv,17.2,,15.4,15.4,100.0,2020-01-06 23:00:00
1253,123,20200106,231500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 23:15:00
5147,123,20200106,233000,,LaTrobe_CSV-orig_20200107092047.csv,16.9,,15.5,15.5,100.0,2020-01-06 23:30:00
637,123,20200106,234500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-06 23:45:00
981,123,20200107,0,,LaTrobe_CSV-orig_20200107092047.csv,17.3,,15.5,15.5,100.0,2020-01-07 00:00:00
2763,123,20200107,1500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 00:15:00
410,123,20200107,3000,,LaTrobe_CSV-orig_20200107092047.csv,17.4,,15.6,15.6,100.0,2020-01-07 00:30:00
293,123,20200107,4500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 00:45:00
396,123,20200107,10000,,LaTrobe_CSV-orig_20200107092047.csv,17.4,,15.6,15.6,100.0,2020-01-07 01:00:00
79,123,20200107,11500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 01:15:00
720,123,20200107,13000,,LaTrobe_CSV-orig_20200107092047.csv,17.6,,15.7,15.7,100.0,2020-01-07 01:30:00
1082,123,20200107,14500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 01:45:00
985,123,20200107,20000,,LaTrobe_CSV-orig_20200107092047.csv,16.2,,15.5,15.5,100.0,2020-01-07 02:00:00
1108,123,20200107,21500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 02:15:00
1088,123,20200107,23000,,LaTrobe_CSV-orig_20200107092047.csv,16.9,,15.5,15.5,100.0,2020-01-07 02:30:00
242,123,20200107,24500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 02:45:00
2473,123,20200107,30000,,LaTrobe_CSV-orig_20200107092047.csv,16.1,,15.6,15.6,100.0,2020-01-07 03:00:00
1262,123,20200107,31500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 03:15:00
1285,123,20200107,33000,,LaTrobe_CSV-orig_20200107092047.csv,16.3,,15.7,15.7,100.0,2020-01-07 03:30:00
1165,123,20200107,34500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 03:45:00
2590,123,20200107,40000,,LaTrobe_CSV-orig_20200107092047.csv,17.3,,15.8,15.8,100.0,2020-01-07 04:00:00
2500,123,20200107,41500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 04:15:00
354,123,20200107,43000,,LaTrobe_CSV-orig_20200107092047.csv,17.7,,15.8,15.8,100.0,2020-01-07 04:30:00
2592,123,20200107,44500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 04:45:00
2404,123,20200107,50000,,LaTrobe_CSV-orig_20200107092047.csv,17.7,,15.8,15.8,100.0,2020-01-07 05:00:00
2575,123,20200107,51500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 05:15:00
2857,123,20200107,53000,,LaTrobe_CSV-orig_20200107092047.csv,17.9,,15.9,15.9,100.0,2020-01-07 05:30:00
473,123,20200107,54500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 05:45:00
480,123,20200107,60000,,LaTrobe_CSV-orig_20200107092047.csv,17.9,,15.9,15.9,100.0,2020-01-07 06:00:00
2484,123,20200107,61500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 06:15:00
2132,123,20200107,63000,,LaTrobe_CSV-orig_20200107092047.csv,17.5,,15.9,15.9,100.0,2020-01-07 06:30:00
117,123,20200107,64500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 06:45:00
2141,123,20200107,70000,,LaTrobe_CSV-orig_20200107092047.csv,16.9,,16.0,16.0,100.0,2020-01-07 07:00:00
2854,123,20200107,71500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 07:15:00
5143,123,20200107,73000,,LaTrobe_CSV-orig_20200107092047.csv,17.4,,16.1,16.1,100.0,2020-01-07 07:30:00
2047,123,20200107,74500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 07:45:00
2227,123,20200107,80000,,LaTrobe_CSV-orig_20200107092047.csv,18.3,,16.5,16.5,100.0,2020-01-07 08:00:00
539,123,20200107,81500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 08:15:00
1076,123,20200107,83000,,LaTrobe_CSV-orig_20200107092047.csv,18.1,,16.9,16.9,100.0,2020-01-07 08:30:00
55,123,20200107,84500,,LaTrobe_CSV-orig_20200107092047.csv,,,,,,2020-01-07 08:45:00
2144,123,20200107,90000,,LaTrobe_CSV-orig_20200107092047.csv,18.0,,17.3,17.1,99.0,2020-01-07 09:00:00
2564,123,20200107,91500,,LaTrobe_CSV-orig_20200107153352.csv,,,,,,2020-01-07 09:15:00
2243,123,20200107,93000,,LaTrobe_CSV-orig_20200107174415.csv,19.9,,18.4,18.1,98.0,2020-01-07 09:30:00
1139,123,20200107,94500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 09:45:00
765,123,20200107,100000,,LaTrobe_CSV-orig_20200107174415.csv,19.1,,18.5,16.8,90.0,2020-01-07 10:00:00
2087,123,20200107,101500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 10:15:00
844,123,20200107,103000,,LaTrobe_CSV-orig_20200107174415.csv,18.8,,18.8,16.2,85.0,2020-01-07 10:30:00
1979,123,20200107,104500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 10:45:00
2296,123,20200107,110000,,LaTrobe_CSV-orig_20200107174415.csv,20.3,,19.5,16.3,82.0,2020-01-07 11:00:00
98,123,20200107,111500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 11:15:00
265,123,20200107,113000,,LaTrobe_CSV-orig_20200107174415.csv,18.4,,18.9,15.8,82.0,2020-01-07 11:30:00
92,123,20200107,114500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 11:45:00
180,123,20200107,120000,,LaTrobe_CSV-orig_20200107174415.csv,20.3,,19.7,15.8,78.0,2020-01-07 12:00:00
2219,123,20200107,121500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 12:15:00
2358,123,20200107,123000,,LaTrobe_CSV-orig_20200107174415.csv,19.6,,19.2,16.4,84.0,2020-01-07 12:30:00
2354,123,20200107,124500,,LaTrobe_CSV-orig_20200107174415.csv,,,,,,2020-01-07 12:45:00
140,123,20200107,130000,,LaTrobe_CSV-orig_20200107174415.csv,19.7,,19.6,16.6,83.0,2020-01-07 13:00:00
91,123,20200107,131500,,LaTrobe_CSV-orig_20200107175012.csv,,,,,,2020-01-07 13:15:00
2477,123,20200107,133000,,LaTrobe_CSV-orig_20200107175012.csv,20.7,,19.7,16.9,84.0,2020-01-07 13:30:00
1209,123,20200107,134500,,LaTrobe_CSV-orig_20200107175012.csv,,,,,,2020-01-07 13:45:00
2096,123,20200107,140000,,LaTrobe_CSV-orig_20200107175012.csv,19.5,,19.9,16.3,80.0,2020-01-07 14:00:00
2246,123,20200107,141500,,LaTrobe_CSV-orig_20200107175012.csv,,,,,,2020-01-07 14:15:00
374,123,20200107,143000,,LaTrobe_CSV-orig_20200107175012.csv,19.1,,19.3,16.7,85.0,2020-01-07 14:30:00
2801,123,20200107,144500,,LaTrobe_CSV-orig_20200107175012.csv,,,,,,2020-01-07 14:45:00
2038,123,20200107,150000,,LaTrobe_CSV-orig_20200107175012.csv,18.9,,19.4,17.0,86.0,2020-01-07 15:00:00
291,123,20200107,151500,,LaTrobe_CSV-orig_20200107175012.csv,,,,,,2020-01-07 15:15:00
648,123,20200107,153000,,LaTrobe_CSV-orig_20200107175012.csv,19.1,,19.8,16.4,81.0,2020-01-07 15:30:00
670,123,20200107,154500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 15:45:00
5140,123,20200107,160000,,LaTrobe_CSV-orig_20200107200213.csv,18.7,,19.7,16.5,82.0,2020-01-07 16:00:00
5149,123,20200107,161500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 16:15:00
467,123,20200107,163000,,LaTrobe_CSV-orig_20200107200213.csv,18.7,,19.8,16.4,81.0,2020-01-07 16:30:00
2375,123,20200107,164500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 16:45:00
2534,123,20200107,170000,,LaTrobe_CSV-orig_20200107200213.csv,19.5,,19.8,16.4,81.0,2020-01-07 17:00:00
2182,123,20200107,171500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 17:15:00
775,123,20200107,173000,,LaTrobe_CSV-orig_20200107200213.csv,18.8,,19.5,16.3,82.0,2020-01-07 17:30:00
1234,123,20200107,174500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 17:45:00
2084,123,20200107,180000,,LaTrobe_CSV-orig_20200107200213.csv,18.8,,19.6,16.1,80.0,2020-01-07 18:00:00
638,123,20200107,181500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 18:15:00
677,123,20200107,183000,,LaTrobe_CSV-orig_20200107200213.csv,19.4,,19.5,16.0,80.0,2020-01-07 18:30:00
2379,123,20200107,184500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 18:45:00
1977,123,20200107,190000,,LaTrobe_CSV-orig_20200107200213.csv,19.1,,19.2,16.1,82.0,2020-01-07 19:00:00
1048,123,20200107,191500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 19:15:00
1074,123,20200107,193000,,LaTrobe_CSV-orig_20200107200213.csv,18.5,,18.8,16.4,86.0,2020-01-07 19:30:00
2326,123,20200107,194500,,LaTrobe_CSV-orig_20200107200213.csv,,,,,,2020-01-07 19:45:00
2370,123,20200107,200000,,LaTrobe_CSV-orig_20200107200213.csv,18.8,,18.7,16.5,87.0,2020-01-07 20:00:00
689,123,20200107,201500,,LaTrobe_CSV-orig_20200107202114.csv,,,,,,2020-01-07 20:15:00
2570,123,20200107,203000,,LaTrobe_CSV-orig_20200107203313.csv,18.6,,18.6,16.2,86.0,2020-01-07 20:30:00
2496,123,20200107,204500,,LaTrobe_CSV-orig_20200107204714.csv,,,,,,2020-01-07 20:45:00
515,123,20200107,210000,,LaTrobe_CSV-orig_20200107210214.csv,18.1,,18.5,16.3,87.0,2020-01-07 21:00:00
170,123,20200107,211500,,LaTrobe_CSV-orig_20200107212115.csv,,,,,,2020-01-07 21:15:00
1069,123,20200107,213000,,LaTrobe_CSV-orig_20200107213415.csv,18.5,,18.4,16.6,89.0,2020-01-07 21:30:00
1831,123,20200107,214500,,LaTrobe_CSV-orig_20200107214716.csv,,,,,,2020-01-07 21:45:00
824,123,20200107,220000,,LaTrobe_CSV-orig_20200107220315.csv,18.4,,18.3,16.5,89.0,2020-01-07 22:00:00
2016,123,20200107,221500,,LaTrobe_CSV-orig_20200107222114.csv,,,,,,2020-01-07 22:15:00
2185,123,20200107,223000,,LaTrobe_CSV-orig_20200107223417.csv,18.6,,18.1,16.6,91.0,2020-01-07 22:30:00
2017,123,20200107,224500,,LaTrobe_CSV-orig_20200108103433.csv,,,,,,2020-01-07 22:45:00
1217,123,20200107,230000,,LaTrobe_CSV-orig_20200108103433.csv,17.7,,18.0,16.5,91.0,2020-01-07 23:00:00
2258,123,20200107,231500,,LaTrobe_CSV-orig_20200108103433.csv,,,,,,2020-01-07 23:15:00
1278,123,20200107,233000,,LaTrobe_CSV-orig_20200108103433.csv,17.4,,17.6,16.6,94.0,2020-01-07 23:30:00
645,123,20200107,234500,,LaTrobe_CSV-orig_20200108103433.csv,,,,,,2020-01-07 23:45:00
736,123,20200108,0,,LaTrobe_CSV-orig_20200108103433.csv,17.7,,17.4,16.9,97.0,2020-01-08 00:00:00
103,123,20200108,1500,11.5,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 00:15:00
154,123,20200108,3000,12.0,LaTrobe_CSV-orig_20200109090333.csv,17.1,,17.3,16.8,97.0,2020-01-08 00:30:00
262,123,20200108,4500,11.5,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 00:45:00
557,123,20200108,10000,12.25,LaTrobe_CSV-orig_20200109090333.csv,17.7,,17.1,16.9,99.0,2020-01-08 01:00:00
409,123,20200108,11500,12.75,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 01:15:00
1128,123,20200108,13000,12.5,LaTrobe_CSV-orig_20200109090333.csv,17.6,,17.0,16.8,99.0,2020-01-08 01:30:00
153,123,20200108,14500,12.0,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 01:45:00
476,123,20200108,20000,12.5,LaTrobe_CSV-orig_20200109090333.csv,17.4,,16.9,16.6,98.0,2020-01-08 02:00:00
450,123,20200108,21500,12.0,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 02:15:00
2225,123,20200108,23000,12.25,LaTrobe_CSV-orig_20200109090333.csv,17.0,,16.9,16.6,98.0,2020-01-08 02:30:00
2030,123,20200108,24500,12.25,LaTrobe_CSV-orig_20200109090333.csv,,,,,,2020-01-08 02:45:00
580,123,20200108,30000,13.0,LaTrobe_CSV-orig_20200109090333.csv,16.7,,16.9,16.6,98.0,2020-01-08 03:00:00
