,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
5459,123,20200314,101500,9.25,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 10:15:00
5439,123,20200314,103000,9.25,LaTrobe_CSV-orig_20200315080256.csv,11.6,,14.6,6.2,57.0,2020-03-14 10:30:00
4801,123,20200314,104500,9.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 10:45:00
4800,123,20200314,110000,9.25,LaTrobe_CSV-orig_20200315074655.csv,12.1,,14.5,6.8,60.0,2020-03-14 11:00:00
2619,123,20200314,111500,9.0,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 11:15:00
988,123,20200314,113000,9.75,LaTrobe_CSV-orig_20200315074655.csv,11.1,,14.9,7.7,62.0,2020-03-14 11:30:00
986,123,20200314,114500,10.0,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 11:45:00
1992,123,20200314,120000,8.75,LaTrobe_CSV-orig_20200315080256.csv,11.7,,15.6,7.1,57.0,2020-03-14 12:00:00
972,123,20200314,121500,10.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 12:15:00
990,123,20200314,123000,10.75,LaTrobe_CSV-orig_20200315074655.csv,11.1,,15.4,7.2,58.0,2020-03-14 12:30:00
2554,123,20200314,124500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 12:45:00
151,123,20200314,130000,9.0,LaTrobe_CSV-orig_20200315074655.csv,11.4,,15.5,6.0,53.0,2020-03-14 13:00:00
966,123,20200314,131500,9.0,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 13:15:00
3498,123,20200314,133000,9.75,LaTrobe_CSV-orig_20200315074655.csv,10.7,,15.5,4.8,49.0,2020-03-14 13:30:00
4797,123,20200314,134500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 13:45:00
948,123,20200314,140000,9.75,LaTrobe_CSV-orig_20200315074655.csv,12.3,,15.9,5.2,49.0,2020-03-14 14:00:00
940,123,20200314,141500,9.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 14:15:00
3474,123,20200314,143000,10.25,LaTrobe_CSV-orig_20200315074655.csv,11.8,,16.3,4.4,45.0,2020-03-14 14:30:00
555,123,20200314,144500,10.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 14:45:00
929,123,20200314,150000,8.5,LaTrobe_CSV-orig_20200315074655.csv,11.5,,16.4,4.1,44.0,2020-03-14 15:00:00
928,123,20200314,151500,7.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 15:15:00
2599,123,20200314,153000,8.0,LaTrobe_CSV-orig_20200315080256.csv,12.1,,16.4,5.1,47.0,2020-03-14 15:30:00
75,123,20200314,154500,8.0,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 15:45:00
2175,123,20200314,160000,8.0,LaTrobe_CSV-orig_20200315080256.csv,13.1,,17.4,5.4,45.0,2020-03-14 16:00:00
78,123,20200314,161500,7.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 16:15:00
2179,123,20200314,163000,8.0,LaTrobe_CSV-orig_20200315074655.csv,12.4,,16.5,4.5,45.0,2020-03-14 16:30:00
4790,123,20200314,164500,7.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 16:45:00
2560,123,20200314,170000,8.0,LaTrobe_CSV-orig_20200315080256.csv,12.8,,16.6,5.6,48.0,2020-03-14 17:00:00
3391,123,20200314,171500,7.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 17:15:00
28,123,20200314,173000,9.0,LaTrobe_CSV-orig_20200315080256.csv,11.1,,15.9,4.9,48.0,2020-03-14 17:30:00
2170,123,20200314,174500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 17:45:00
4787,123,20200314,180000,8.75,LaTrobe_CSV-orig_20200315080256.csv,12.3,,16.2,5.5,49.0,2020-03-14 18:00:00
2289,123,20200314,181500,8.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 18:15:00
549,123,20200314,183000,9.0,LaTrobe_CSV-orig_20200315074655.csv,12.1,,15.7,5.0,49.0,2020-03-14 18:30:00
2165,123,20200314,184500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 18:45:00
550,123,20200314,190000,8.5,LaTrobe_CSV-orig_20200315080256.csv,10.9,,14.8,5.3,53.0,2020-03-14 19:00:00
4785,123,20200314,191500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 19:15:00
2291,123,20200314,193000,9.5,LaTrobe_CSV-orig_20200315080256.csv,10.3,,13.8,5.4,57.0,2020-03-14 19:30:00
157,123,20200314,194500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 19:45:00
2562,123,20200314,200000,8.75,LaTrobe_CSV-orig_20200315080256.csv,10.4,,13.3,6.6,64.0,2020-03-14 20:00:00
2156,123,20200314,201500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 20:15:00
57,123,20200314,203000,9.25,LaTrobe_CSV-orig_20200315080256.csv,10.3,,13.5,6.8,64.0,2020-03-14 20:30:00
2552,123,20200314,204500,9.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 20:45:00
2559,123,20200314,210000,9.25,LaTrobe_CSV-orig_20200315080256.csv,10.5,,13.7,7.0,64.0,2020-03-14 21:00:00
32,123,20200314,211500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 21:15:00
2541,123,20200314,213000,9.25,LaTrobe_CSV-orig_20200315074655.csv,10.5,,13.3,7.1,66.0,2020-03-14 21:30:00
2292,123,20200314,214500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 21:45:00
904,123,20200314,220000,9.25,LaTrobe_CSV-orig_20200315080256.csv,10.9,,12.8,7.5,70.0,2020-03-14 22:00:00
902,123,20200314,221500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 22:15:00
2293,123,20200314,223000,10.0,LaTrobe_CSV-orig_20200315074655.csv,11.7,,12.9,8.2,73.0,2020-03-14 22:30:00
2519,123,20200314,224500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-14 22:45:00
2529,123,20200314,230000,9.5,LaTrobe_CSV-orig_20200315074655.csv,10.6,,12.1,9.3,83.0,2020-03-14 23:00:00
2515,123,20200314,231500,9.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 23:15:00
896,123,20200314,233000,9.25,LaTrobe_CSV-orig_20200315074655.csv,11.3,,11.8,10.7,93.0,2020-03-14 23:30:00
897,123,20200314,234500,9.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-14 23:45:00
2504,123,20200315,0,9.5,LaTrobe_CSV-orig_20200315074655.csv,11.4,,11.7,11.5,99.0,2020-03-15 00:00:00
2150,123,20200315,1500,9.25,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 00:15:00
2501,123,20200315,3000,9.25,LaTrobe_CSV-orig_20200315080256.csv,11.7,,11.5,10.6,94.0,2020-03-15 00:30:00
35,123,20200315,4500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 00:45:00
889,123,20200315,10000,8.75,LaTrobe_CSV-orig_20200315080256.csv,12.0,,11.6,11.3,98.0,2020-03-15 01:00:00
534,123,20200315,11500,8.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 01:15:00
1996,123,20200315,13000,8.75,LaTrobe_CSV-orig_20200315080256.csv,11.5,,12.0,10.9,93.0,2020-03-15 01:30:00
724,123,20200315,14500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 01:45:00
2485,123,20200315,20000,9.25,LaTrobe_CSV-orig_20200315074655.csv,12.4,,12.0,11.1,94.0,2020-03-15 02:00:00
881,123,20200315,21500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 02:15:00
2481,123,20200315,23000,8.75,LaTrobe_CSV-orig_20200315080256.csv,11.9,,12.0,10.9,93.0,2020-03-15 02:30:00
2136,123,20200315,24500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 02:45:00
877,123,20200315,30000,7.75,LaTrobe_CSV-orig_20200315074655.csv,11.0,,11.9,10.5,91.0,2020-03-15 03:00:00
2469,123,20200315,31500,7.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 03:15:00
2466,123,20200315,33000,7.75,LaTrobe_CSV-orig_20200315080256.csv,12.5,,12.1,11.2,94.0,2020-03-15 03:30:00
875,123,20200315,34500,7.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 03:45:00
872,123,20200315,40000,7.75,LaTrobe_CSV-orig_20200315074655.csv,11.5,,12.2,11.3,94.0,2020-03-15 04:00:00
869,123,20200315,41500,8.0,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 04:15:00
868,123,20200315,43000,8.0,LaTrobe_CSV-orig_20200315074655.csv,11.0,,12.1,10.8,92.0,2020-03-15 04:30:00
867,123,20200315,44500,8.0,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 04:45:00
2449,123,20200315,50000,8.0,LaTrobe_CSV-orig_20200315074655.csv,10.8,,11.7,10.8,94.0,2020-03-15 05:00:00
2125,123,20200315,51500,8.5,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 05:15:00
863,123,20200315,53000,9.75,LaTrobe_CSV-orig_20200315080256.csv,11.1,,11.8,11.3,97.0,2020-03-15 05:30:00
861,123,20200315,54500,9.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 05:45:00
2000,123,20200315,60000,9.75,LaTrobe_CSV-orig_20200315080256.csv,12.0,,12.0,11.2,95.0,2020-03-15 06:00:00
858,123,20200315,61500,8.75,LaTrobe_CSV-orig_20200315080256.csv,,,,,,2020-03-15 06:15:00
851,123,20200315,63000,9.25,LaTrobe_CSV-orig_20200315080256.csv,12.1,,11.9,11.7,99.0,2020-03-15 06:30:00
850,123,20200315,64500,9.75,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 06:45:00
2426,123,20200315,70000,9.5,LaTrobe_CSV-orig_20200315080256.csv,11.6,,11.8,10.5,92.0,2020-03-15 07:00:00
2421,123,20200315,71500,9.25,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 07:15:00
845,123,20200315,73000,9.25,LaTrobe_CSV-orig_20200315074655.csv,12.0,,11.7,10.9,95.0,2020-03-15 07:30:00
846,123,20200315,74500,9.5,LaTrobe_CSV-orig_20200315074655.csv,,,,,,2020-03-15 07:45:00
2412,123,20200315,80000,9.5,LaTrobe_CSV-orig_20200315080256.csv,12.1,,12.0,10.2,89.0,2020-03-15 08:00:00
3805,123,20200315,81500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 08:15:00
5095,123,20200315,83000,9.0,LaTrobe_CSV-orig_20200316053156.csv,11.4,,12.3,10.5,89.0,2020-03-15 08:30:00
1120,123,20200315,84500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 08:45:00
3768,123,20200315,90000,8.75,LaTrobe_CSV-orig_20200316053156.csv,11.5,,12.7,10.4,86.0,2020-03-15 09:00:00
2203,123,20200315,91500,8.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 09:15:00
5116,123,20200315,93000,8.25,LaTrobe_CSV-orig_20200316054657.csv,12.9,,13.6,10.2,80.0,2020-03-15 09:30:00
3725,123,20200315,94500,9.0,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 09:45:00
5631,123,20200315,100000,8.5,LaTrobe_CSV-orig_20200316054657.csv,13.9,,14.9,10.9,77.0,2020-03-15 10:00:00
2774,123,20200315,101500,9.25,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 10:15:00
86,123,20200315,103000,9.0,LaTrobe_CSV-orig_20200316054657.csv,13.7,,15.5,10.7,73.0,2020-03-15 10:30:00
3275,123,20200315,104500,8.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 10:45:00
5111,123,20200315,110000,8.5,LaTrobe_CSV-orig_20200316053156.csv,13.8,,16.1,10.6,70.0,2020-03-15 11:00:00
85,123,20200315,111500,8.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 11:15:00
2767,123,20200315,113000,9.5,LaTrobe_CSV-orig_20200316054657.csv,13.7,,16.1,10.0,67.0,2020-03-15 11:30:00
4805,123,20200315,114500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 11:45:00
599,123,20200315,120000,8.25,LaTrobe_CSV-orig_20200316053156.csv,13.8,,16.4,9.3,63.0,2020-03-15 12:00:00
2759,123,20200315,121500,8.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 12:15:00
84,123,20200315,123000,8.0,LaTrobe_CSV-orig_20200316053156.csv,15.0,,17.6,9.2,58.0,2020-03-15 12:30:00
4803,123,20200315,124500,8.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 12:45:00
5101,123,20200315,130000,8.75,LaTrobe_CSV-orig_20200316053156.csv,15.5,,17.8,8.9,56.0,2020-03-15 13:00:00
1001,123,20200315,131500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 13:15:00
591,123,20200315,133000,9.0,LaTrobe_CSV-orig_20200316053156.csv,16.5,,19.1,9.3,53.0,2020-03-15 13:30:00
579,123,20200315,134500,8.25,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 13:45:00
4798,123,20200315,140000,7.25,LaTrobe_CSV-orig_20200316054657.csv,17.8,,19.9,11.1,57.0,2020-03-15 14:00:00
4796,123,20200315,141500,9.0,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 14:15:00
4795,123,20200315,143000,9.0,LaTrobe_CSV-orig_20200316053156.csv,17.1,,18.9,10.7,59.0,2020-03-15 14:30:00
3436,123,20200315,144500,7.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 14:45:00
2602,123,20200315,150000,8.75,LaTrobe_CSV-orig_20200316054657.csv,16.7,,18.8,9.8,56.0,2020-03-15 15:00:00
946,123,20200315,151500,9.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 15:15:00
4793,123,20200315,153000,8.75,LaTrobe_CSV-orig_20200316054657.csv,17.5,,19.7,10.7,56.0,2020-03-15 15:30:00
2598,123,20200315,154500,8.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 15:45:00
3358,123,20200315,160000,8.0,LaTrobe_CSV-orig_20200316053156.csv,16.6,,18.2,10.1,59.0,2020-03-15 16:00:00
4788,123,20200315,161500,7.75,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 16:15:00
2171,123,20200315,163000,9.0,LaTrobe_CSV-orig_20200316054657.csv,15.3,,18.2,9.5,57.0,2020-03-15 16:30:00
4786,123,20200315,164500,9.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 16:45:00
919,123,20200315,170000,9.5,LaTrobe_CSV-orig_20200316054657.csv,14.9,,18.0,10.4,61.0,2020-03-15 17:00:00
4782,123,20200315,171500,9.0,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 17:15:00
912,123,20200315,173000,9.5,LaTrobe_CSV-orig_20200316054657.csv,15.8,,18.4,10.8,61.0,2020-03-15 17:30:00
2551,123,20200315,174500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 17:45:00
1997,123,20200315,180000,9.0,LaTrobe_CSV-orig_20200316054657.csv,14.8,,18.0,9.9,59.0,2020-03-15 18:00:00
1998,123,20200315,181500,9.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 18:15:00
907,123,20200315,183000,9.0,LaTrobe_CSV-orig_20200316054657.csv,16.1,,17.7,10.3,62.0,2020-03-15 18:30:00
2160,123,20200315,184500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 18:45:00
2516,123,20200315,190000,9.0,LaTrobe_CSV-orig_20200316053156.csv,14.3,,16.7,9.9,64.0,2020-03-15 19:00:00
2154,123,20200315,191500,9.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 19:15:00
894,123,20200315,193000,9.25,LaTrobe_CSV-orig_20200316054657.csv,14.2,,15.9,10.0,68.0,2020-03-15 19:30:00
893,123,20200315,194500,8.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 19:45:00
890,123,20200315,200000,9.5,LaTrobe_CSV-orig_20200316054657.csv,13.1,,15.4,10.4,72.0,2020-03-15 20:00:00
886,123,20200315,201500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 20:15:00
2147,123,20200315,203000,8.75,LaTrobe_CSV-orig_20200316054657.csv,13.4,,14.9,10.5,75.0,2020-03-15 20:30:00
2475,123,20200315,204500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 20:45:00
878,123,20200315,210000,9.25,LaTrobe_CSV-orig_20200316053156.csv,12.5,,14.4,10.4,77.0,2020-03-15 21:00:00
2463,123,20200315,211500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 21:15:00
871,123,20200315,213000,9.0,LaTrobe_CSV-orig_20200316054657.csv,12.8,,13.9,10.5,80.0,2020-03-15 21:30:00
2138,123,20200315,214500,9.25,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 21:45:00
2133,123,20200315,220000,8.75,LaTrobe_CSV-orig_20200316053156.csv,12.6,,13.7,10.7,82.0,2020-03-15 22:00:00
860,123,20200315,221500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 22:15:00
852,123,20200315,223000,9.0,LaTrobe_CSV-orig_20200316054657.csv,12.4,,13.3,10.7,84.0,2020-03-15 22:30:00
2126,123,20200315,224500,9.0,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-15 22:45:00
523,123,20200315,230000,8.75,LaTrobe_CSV-orig_20200316054657.csv,11.6,,13.1,10.6,85.0,2020-03-15 23:00:00
2408,123,20200315,231500,8.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 23:15:00
2402,123,20200315,233000,9.25,LaTrobe_CSV-orig_20200316053156.csv,11.1,,13.0,10.5,85.0,2020-03-15 23:30:00
2121,123,20200315,234500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-15 23:45:00
2391,123,20200316,0,8.75,LaTrobe_CSV-orig_20200316054657.csv,10.7,,12.6,10.5,87.0,2020-03-16 00:00:00
838,123,20200316,1500,9.0,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-16 00:15:00
2389,123,20200316,3000,9.25,LaTrobe_CSV-orig_20200316054657.csv,10.7,,12.2,10.6,90.0,2020-03-16 00:30:00
833,123,20200316,4500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 00:45:00
2383,123,20200316,10000,9.5,LaTrobe_CSV-orig_20200316053156.csv,10.7,,11.8,10.7,93.0,2020-03-16 01:00:00
831,123,20200316,11500,9.25,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 01:15:00
2105,123,20200316,13000,9.5,LaTrobe_CSV-orig_20200316054657.csv,11.5,,11.5,11.0,97.0,2020-03-16 01:30:00
2373,123,20200316,14500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-16 01:45:00
829,123,20200316,20000,8.75,LaTrobe_CSV-orig_20200316053156.csv,11.8,,11.4,11.2,99.0,2020-03-16 02:00:00
827,123,20200316,21500,8.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 02:15:00
2104,123,20200316,23000,8.0,LaTrobe_CSV-orig_20200316053156.csv,11.3,,11.0,10.8,99.0,2020-03-16 02:30:00
514,123,20200316,24500,8.0,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 02:45:00
2355,123,20200316,30000,7.75,LaTrobe_CSV-orig_20200316053156.csv,10.9,,10.7,10.5,99.0,2020-03-16 03:00:00
2345,123,20200316,31500,8.0,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 03:15:00
502,123,20200316,33000,8.25,LaTrobe_CSV-orig_20200316053156.csv,9.8,,9.8,9.7,99.0,2020-03-16 03:30:00
2342,123,20200316,34500,8.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-16 03:45:00
2330,123,20200316,40000,9.0,LaTrobe_CSV-orig_20200316054657.csv,9.0,,9.2,9.2,100.0,2020-03-16 04:00:00
2325,123,20200316,41500,9.25,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-16 04:15:00
790,123,20200316,43000,9.25,LaTrobe_CSV-orig_20200316053156.csv,8.9,,9.1,9.1,100.0,2020-03-16 04:30:00
501,123,20200316,44500,10.5,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 04:45:00
2319,123,20200316,50000,11.25,LaTrobe_CSV-orig_20200316054657.csv,8.0,,8.4,8.4,100.0,2020-03-16 05:00:00
2075,123,20200316,51500,15.5,LaTrobe_CSV-orig_20200316053156.csv,,,,,,2020-03-16 05:15:00
772,123,20200316,53000,13.0,LaTrobe_CSV-orig_20200316053156.csv,7.4,,7.9,7.9,100.0,2020-03-16 05:30:00
2066,123,20200316,54500,12.75,LaTrobe_CSV-orig_20200316054657.csv,,,,,,2020-03-16 05:45:00
1656,123,20200316,60000,13.5,LaTrobe_CSV-orig_20200317235001.csv,7.3,,7.8,7.8,100.0,2020-03-16 06:00:00
1659,123,20200316,61500,13.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 06:15:00
1660,123,20200316,63000,14.0,LaTrobe_CSV-orig_20200317235001.csv,7.3,,7.8,7.8,100.0,2020-03-16 06:30:00
1664,123,20200316,64500,14.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 06:45:00
1668,123,20200316,70000,14.75,LaTrobe_CSV-orig_20200317235001.csv,6.7,,7.3,7.3,100.0,2020-03-16 07:00:00
1670,123,20200316,71500,15.0,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 07:15:00
1673,123,20200316,73000,14.5,LaTrobe_CSV-orig_20200317235001.csv,5.1,,7.1,7.1,100.0,2020-03-16 07:30:00
1675,123,20200316,74500,14.75,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 07:45:00
1678,123,20200316,80000,14.75,LaTrobe_CSV-orig_20200317235001.csv,8.0,,8.4,8.4,100.0,2020-03-16 08:00:00
1681,123,20200316,81500,15.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 08:15:00
1684,123,20200316,83000,16.5,LaTrobe_CSV-orig_20200317235001.csv,9.0,,9.8,9.8,100.0,2020-03-16 08:30:00
1685,123,20200316,84500,17.75,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 08:45:00
1689,123,20200316,90000,19.0,LaTrobe_CSV-orig_20200317235001.csv,9.9,,10.8,10.6,99.0,2020-03-16 09:00:00
1693,123,20200316,91500,19.75,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 09:15:00
1694,123,20200316,93000,20.5,LaTrobe_CSV-orig_20200317235001.csv,11.6,,12.1,11.9,99.0,2020-03-16 09:30:00
1699,123,20200316,94500,21.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 09:45:00
1700,123,20200316,100000,21.25,LaTrobe_CSV-orig_20200317235001.csv,13.8,,13.6,13.0,96.0,2020-03-16 10:00:00
1704,123,20200316,101500,24.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 10:15:00
1706,123,20200316,103000,31.25,LaTrobe_CSV-orig_20200317235001.csv,13.4,,14.6,11.7,83.0,2020-03-16 10:30:00
1709,123,20200316,104500,28.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 10:45:00
1711,123,20200316,110000,29.75,LaTrobe_CSV-orig_20200317235001.csv,15.2,,16.0,11.2,73.0,2020-03-16 11:00:00
1715,123,20200316,111500,41.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 11:15:00
1718,123,20200316,113000,35.25,LaTrobe_CSV-orig_20200317235001.csv,16.4,,17.3,11.3,68.0,2020-03-16 11:30:00
1720,123,20200316,114500,36.0,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 11:45:00
1722,123,20200316,120000,41.5,LaTrobe_CSV-orig_20200317235001.csv,18.5,,19.2,11.5,61.0,2020-03-16 12:00:00
1725,123,20200316,121500,39.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 12:15:00
1728,123,20200316,123000,37.0,LaTrobe_CSV-orig_20200317235001.csv,19.7,,20.5,11.2,55.0,2020-03-16 12:30:00
1731,123,20200316,124500,28.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 12:45:00
1734,123,20200316,130000,42.5,LaTrobe_CSV-orig_20200317235001.csv,20.7,,22.0,11.1,50.0,2020-03-16 13:00:00
1737,123,20200316,131500,42.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 13:15:00
1740,123,20200316,133000,41.75,LaTrobe_CSV-orig_20200317235001.csv,21.6,,23.2,10.3,44.0,2020-03-16 13:30:00
1742,123,20200316,134500,43.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 13:45:00
1745,123,20200316,140000,43.0,LaTrobe_CSV-orig_20200317235001.csv,22.5,,23.8,9.8,41.0,2020-03-16 14:00:00
1747,123,20200316,141500,41.75,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 14:15:00
1750,123,20200316,143000,42.0,LaTrobe_CSV-orig_20200317235001.csv,22.7,,24.5,8.0,35.0,2020-03-16 14:30:00
1754,123,20200316,144500,41.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 14:45:00
1756,123,20200316,150000,42.0,LaTrobe_CSV-orig_20200317235001.csv,22.4,,24.7,7.4,33.0,2020-03-16 15:00:00
1759,123,20200316,151500,41.0,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 15:15:00
1761,123,20200316,153000,40.75,LaTrobe_CSV-orig_20200317235001.csv,23.3,,25.1,8.1,34.0,2020-03-16 15:30:00
1769,123,20200316,154500,40.5,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 15:45:00
1772,123,20200316,160000,40.0,LaTrobe_CSV-orig_20200317235001.csv,22.6,,24.7,8.2,35.0,2020-03-16 16:00:00
1774,123,20200316,161500,41.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 16:15:00
1777,123,20200316,163000,40.75,LaTrobe_CSV-orig_20200317235001.csv,23.3,,25.2,9.1,36.0,2020-03-16 16:30:00
1779,123,20200316,164500,36.0,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 16:45:00
1782,123,20200316,170000,44.75,LaTrobe_CSV-orig_20200317235001.csv,23.1,,24.9,8.0,34.0,2020-03-16 17:00:00
1785,123,20200316,171500,37.25,LaTrobe_CSV-orig_20200317235001.csv,,,,,,2020-03-16 17:15:00
1788,123,20200316,173000,35.25,LaTrobe_CSV-orig_20200317235001.csv,22.6,,24.7,8.2,35.0,2020-03-16 17:30:00
